FIR_ID,Year,Date,Time,Time_of_Day,Day_of_Week,Month,Police_Station,Street,Latitude,Longitude,Location_Type,Hotspot_Flag,Crime_Type,Crime_Category,Victim_Age,Victim_Gender,Victim_Occupation,Weapon_Used,Festival_Day,Festival_Name,Holiday,Holiday_Name,Arrest_Made,Case_Status,Case_Success,Case_Filed_Date,Case_Closed_Date,Investigation_Days
2021_FIR0052,2021,2021-12-04,14:00,Afternoon,Saturday,12,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Kidnapping,Violent,70,Female,Retired,No,No,None,No,None,Yes,Closed,1,2021-12-04,2021-12-18,14
2021_FIR0053,2021,2021-06-16,17:00,Evening,Wednesday,6,Dwarka PS,Saket Mall Road,28.5245,77.2066,Residential,1,Assault,Violent,27,Female,Driver,Yes,No,None,No,None,Yes,Closed,1,2021-06-16,2021-07-25,39
2021_FIR0054,2021,2021-07-12,8:00,Morning,Monday,7,Dwarka PS,Chandni Chowk Lane 4,28.6562,77.23,Road,0,Assault,Violent,51,Female,Government Employee,No,No,None,No,None,Yes,Closed,1,2021-07-12,2021-08-04,23
2021_FIR0055,2021,2021-12-22,7:00,Morning,Wednesday,12,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Robbery,Property,17,Male,Student,No,No,None,No,None,No,Under Investigation,0,2021-12-24,,
2021_FIR0056,2021,2021-11-04,3:00,Midnight,Thursday,11,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Road,1,Kidnapping,Violent,61,Male,Retired,No,Yes,Diwali,No,None,Yes,Closed,1,2021-11-04,2021-12-03,29
2021_FIR0057,2021,2021-06-28,7:00,Morning,Monday,6,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Market,1,Assault,Violent,6,Female,Student,No,No,None,No,None,Yes,Closed,1,2021-06-29,2021-08-20,52
2021_FIR0058,2021,2021-10-07,7:00,Morning,Thursday,10,Karol Bagh PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,0,Robbery,Property,74,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-10-09,2021-10-26,17
2021_FIR0059,2021,2021-04-15,2:00,Midnight,Thursday,4,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Market,0,Assault,Violent,74,Male,Retired,No,No,None,No,None,Yes,Closed,1,2021-04-16,2021-04-21,5
2021_FIR0060,2021,2021-03-09,14:00,Afternoon,Tuesday,3,Rohini PS,Saket Mall Road,28.5245,77.2066,Residential,0,Robbery,Property,58,Male,Business Owner,Yes,No,None,No,None,No,Under Investigation,0,2021-03-10,,
2021_FIR0061,2021,2021-12-09,21:00,Night,Thursday,12,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,0,Cybercrime,Cyber,70,Female,Retired,No,No,None,No,None,No,Under Investigation,0,2021-12-09,,
2021_FIR0062,2021,2021-05-27,11:00,Morning,Thursday,5,Karol Bagh PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Kidnapping,Violent,77,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-05-27,2021-06-19,23
2021_FIR0063,2021,2021-08-21,22:00,Night,Saturday,8,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Residential,1,Kidnapping,Violent,70,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-08-23,2021-11-13,82
2021_FIR0064,2021,2021-11-11,14:00,Afternoon,Thursday,11,Lajpat Nagar PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Theft,Property,71,Male,Retired,No,No,None,No,None,No,Open,0,2021-11-11,,
2021_FIR0065,2021,2021-01-22,10:00,Morning,Friday,1,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Residential,0,Assault,Violent,61,Female,Retired,No,No,None,No,None,No,Open,0,2021-01-24,,
2021_FIR0066,2021,2021-12-23,5:00,Morning,Thursday,12,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,1,Kidnapping,Violent,19,Female,Unemployed,Yes,No,None,No,None,Yes,Closed,1,2021-12-25,2022-01-25,31
2021_FIR0067,2021,2021-07-17,0:00,Midnight,Saturday,7,Saket PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Theft,Property,64,Male,Retired,Yes,No,None,No,None,No,Open,0,2021-07-19,,
2021_FIR0068,2021,2021-10-30,19:00,Dusk,Saturday,10,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Residential,0,Snatching,Property,39,Female,Business Owner,No,No,None,No,None,No,Open,0,2021-11-01,,
2021_FIR0069,2021,2021-07-14,19:00,Dusk,Wednesday,7,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Market,0,Cybercrime,Cyber,45,Male,Shopkeeper,Yes,No,None,No,None,No,Under Investigation,0,2021-07-15,,
2021_FIR0070,2021,2021-09-29,0:00,Midnight,Wednesday,9,Lajpat Nagar PS,Rohini Sector 7 Street,28.7324,77.1194,Road,0,Cybercrime,Cyber,12,Male,Student,No,No,None,No,None,No,Open,0,2021-09-30,,
2021_FIR0071,2021,2021-07-08,7:00,Morning,Thursday,7,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Kidnapping,Violent,58,Female,Shopkeeper,No,No,None,No,None,Yes,Closed,1,2021-07-09,2021-08-08,30
2021_FIR0072,2021,2021-11-21,14:00,Afternoon,Sunday,11,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Robbery,Property,67,Male,Retired,Yes,No,None,No,None,No,Open,0,2021-11-21,,
2021_FIR0073,2021,2021-01-23,13:00,Afternoon,Saturday,1,Saket PS,Connaught Place Inner Circle,28.6315,77.2167,Market,1,Robbery,Property,16,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2021-01-25,2021-04-14,79
2021_FIR0074,2021,2021-10-06,10:00,Morning,Wednesday,10,Rohini PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Assault,Violent,21,Male,Student,Yes,No,None,No,None,No,Open,0,2021-10-08,,
2021_FIR0075,2021,2021-02-28,17:00,Evening,Sunday,2,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Road,0,Kidnapping,Violent,38,Male,Shopkeeper,No,No,None,No,None,Yes,Closed,1,2021-03-02,2021-04-12,41
2021_FIR0076,2021,2021-04-22,8:00,Morning,Thursday,4,Lajpat Nagar PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,1,Snatching,Property,72,Female,Retired,No,No,None,No,None,Yes,Closed,1,2021-04-22,2021-05-01,9
2021_FIR0077,2021,2021-12-16,23:00,Night,Thursday,12,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Market,1,Cybercrime,Cyber,52,Male,Shopkeeper,Yes,No,None,No,None,No,Open,0,2021-12-17,,
2021_FIR0078,2021,2021-09-28,18:00,Evening,Tuesday,9,Lajpat Nagar PS,Connaught Place Inner Circle,28.6315,77.2167,Road,1,Assault,Violent,58,Female,Daily Wage Worker,Yes,No,None,No,None,Yes,Closed,1,2021-09-29,2021-10-25,26
2021_FIR0079,2021,2021-03-09,18:00,Evening,Tuesday,3,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,1,Cybercrime,Cyber,37,Male,Business Owner,No,No,None,No,None,Yes,Closed,1,2021-03-11,2021-04-27,47
2021_FIR0080,2021,2021-06-20,6:00,Morning,Sunday,6,Lajpat Nagar PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,0,Cybercrime,Cyber,32,Male,IT Professional,Yes,No,None,No,None,No,Open,0,2021-06-20,,
2021_FIR0081,2021,2021-07-30,19:00,Dusk,Friday,7,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,1,Snatching,Property,77,Female,Retired,No,No,None,No,None,No,Open,0,2021-08-01,,
2021_FIR0082,2021,2021-07-21,13:00,Afternoon,Wednesday,7,Karol Bagh PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Snatching,Property,71,Male,Retired,Yes,No,None,No,None,No,Under Investigation,0,2021-07-23,,
2021_FIR0083,2021,2021-03-11,4:00,Midnight,Thursday,3,Rohini PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,1,Cybercrime,Cyber,73,Male,Retired,No,No,None,No,None,Yes,Closed,1,2021-03-11,2021-05-15,65
2021_FIR0084,2021,2021-01-15,7:00,Morning,Friday,1,Chandni Chowk PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,0,Robbery,Property,11,Male,Student,No,No,None,No,None,No,Under Investigation,0,2021-01-17,,
2021_FIR0085,2021,2021-06-08,20:00,Dusk,Tuesday,6,Saket PS,Chandni Chowk Lane 4,28.6562,77.23,Market,0,Assault,Violent,56,Female,Government Employee,No,No,None,No,None,Yes,Closed,1,2021-06-10,2021-08-07,58
2021_FIR0086,2021,2021-11-06,1:00,Midnight,Saturday,11,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Theft,Property,32,Male,Private Employee,No,No,None,No,None,No,Open,0,2021-11-07,,
2021_FIR0087,2021,2021-04-26,9:00,Morning,Monday,4,Karol Bagh PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,0,Cybercrime,Cyber,11,Female,Student,No,No,None,No,None,Yes,Closed,1,2021-04-26,2021-07-12,77
2021_FIR0088,2021,2021-01-19,10:00,Morning,Tuesday,1,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Snatching,Property,16,Male,Student,No,No,None,No,None,No,Under Investigation,0,2021-01-19,,
2021_FIR0089,2021,2021-07-19,7:00,Morning,Monday,7,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Market,1,Assault,Violent,22,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2021-07-20,2021-08-06,17
2021_FIR0090,2021,2021-02-17,6:00,Morning,Wednesday,2,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,1,Burglary,Property,58,Male,Private Employee,No,No,None,No,None,No,Under Investigation,0,2021-02-17,,
2021_FIR0091,2021,2021-08-18,3:00,Midnight,Wednesday,8,Saket PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Snatching,Property,33,Male,Daily Wage Worker,No,No,None,No,None,No,Under Investigation,0,2021-08-20,,
2021_FIR0092,2021,2021-05-28,11:00,Morning,Friday,5,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,0,Robbery,Property,30,Female,Shopkeeper,Yes,No,None,No,None,No,Under Investigation,0,2021-05-30,,
2021_FIR0093,2021,2021-05-13,13:00,Afternoon,Thursday,5,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,0,Snatching,Property,40,Male,IT Professional,Yes,No,None,No,None,Yes,Closed,1,2021-05-14,2021-07-04,51
2021_FIR0094,2021,2021-05-07,23:00,Night,Friday,5,Saket PS,Saket Mall Road,28.5245,77.2066,Road,1,Burglary,Property,70,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-05-09,,
2021_FIR0095,2021,2021-09-27,9:00,Morning,Monday,9,Karol Bagh PS,Karol Bagh Main Road,28.6519,77.1909,Market,1,Kidnapping,Violent,37,Female,Business Owner,Yes,No,None,No,None,Yes,Closed,1,2021-09-28,2021-11-11,44
2021_FIR0096,2021,2021-05-18,9:00,Morning,Tuesday,5,Dwarka PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,1,Theft,Property,45,Female,IT Professional,No,No,None,No,None,No,Under Investigation,0,2021-05-18,,
2021_FIR0097,2021,2021-08-27,9:00,Morning,Friday,8,Lajpat Nagar PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Robbery,Property,15,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2021-08-29,2021-10-22,54
2021_FIR0098,2021,2021-04-27,17:00,Evening,Tuesday,4,Lajpat Nagar PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,0,Theft,Property,74,Female,Retired,No,No,None,No,None,No,Open,0,2021-04-27,,
2021_FIR0099,2021,2021-07-17,14:00,Afternoon,Saturday,7,Lajpat Nagar PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,0,Theft,Property,46,Male,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2021-07-19,,
2021_FIR0100,2021,2021-04-15,8:00,Morning,Thursday,4,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Residential,0,Burglary,Property,28,Female,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2021-04-16,,
2021_FIR0101,2021,2021-06-11,3:00,Midnight,Friday,6,Dwarka PS,Saket Mall Road,28.5245,77.2066,Road,1,Theft,Property,61,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-06-11,,
2021_FIR0102,2021,2021-11-30,5:00,Morning,Tuesday,11,Karol Bagh PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,0,Snatching,Property,17,Male,Student,No,No,None,No,None,No,Open,0,2021-12-01,,
2021_FIR0103,2021,2021-01-03,20:00,Dusk,Sunday,1,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Cybercrime,Cyber,34,Male,Government Employee,Yes,No,None,No,None,No,Open,0,2021-01-04,,
2021_FIR0104,2021,2021-03-07,19:00,Dusk,Sunday,3,Karol Bagh PS,Dwarka Sector 12 Road,28.5921,77.046,Road,0,Theft,Property,40,Male,Government Employee,Yes,No,None,No,None,Yes,Closed,1,2021-03-09,2021-03-30,21
2021_FIR0105,2021,2021-07-14,5:00,Morning,Wednesday,7,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Market,0,Snatching,Property,7,Male,Student,Yes,No,None,No,None,No,Open,0,2021-07-14,,
2021_FIR0106,2021,2021-08-09,6:00,Morning,Monday,8,Rohini PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Burglary,Property,15,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2021-08-11,2021-09-16,36
2021_FIR0107,2021,2021-01-23,14:00,Afternoon,Saturday,1,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,1,Snatching,Property,69,Male,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-01-25,2021-02-26,32
2021_FIR0108,2021,2021-06-16,15:00,Afternoon,Wednesday,6,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Market,0,Burglary,Property,13,Female,Student,No,No,None,No,None,No,Under Investigation,0,2021-06-17,,
2021_FIR0109,2021,2021-06-09,15:00,Afternoon,Wednesday,6,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Cybercrime,Cyber,58,Female,IT Professional,Yes,No,None,No,None,Yes,Closed,1,2021-06-11,2021-08-04,54
